id,estado,faixa_etaria,genero,classe_economica,usa_internet,horas_por_dia,recebeu_mensagem_estranha,clicou_link_suspeito,compartilhou_dados_pessoais,recebeu_cyberbullying,viu_conteudo_inapropriado,recebeu_golpe,usa_senha_forte,verifica_privacidade,fala_com_responsavel,tem_antivirus,sabe_reconhecer_golpe,usa_youtube,usa_tiktok,usa_instagram,usa_whatsapp,usa_discord,usa_twitch,usa_facebook,usa_telegram,usa_snapchat,tipo_golpe_sofreu,interesse_seguranca,score_conhecimento,risco_total,perfil_risco
618,RJ,7-8 anos,Masculino,B2,1,5.786590276332961,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,Social engineering,Muito alto,24.40756133868767,1,MÉDIO
619,PA,11-12 anos,Feminino,B1,1,7.2129143045892885,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,Nenhum,Baixo,21.191450231453306,1,MÉDIO
620,CE,11-12 anos,Masculino,C,1,4.508303365112034,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,Nenhum,Muito alto,49.19783572737413,1,MÉDIO
621,SP,11-12 anos,Masculino,B2,1,2.3246516278246316,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,Nenhum,Alto,60.78670939886335,2,MÉDIO
622,SP,11-12 anos,Feminino,C,1,6.224343237237168,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,Nenhum,Médio,28.87965412854619,2,ALTO
623,MG,7-8 anos,Feminino,B1,1,6.138578646540128,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Nenhum,Alto,50.141896893582306,1,MÉDIO
624,BA,13-14 anos,Feminino,C,1,5.143337107760488,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,Nenhum,Alto,45.25360950720983,1,MÉDIO
625,PR,15-16 anos,Masculino,B2,0,4.515249083789778,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,Nenhum,Baixo,14.993747105860791,0,MÉDIO
626,MG,13-14 anos,Feminino,A,1,6.924421157162196,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,Phishing,Alto,18.812911493482716,3,CRÍTICO
627,BA,13-14 anos,Masculino,B1,1,3.0285339331450514,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,Nenhum,Muito alto,23.296050487471508,2,ALTO
628,CE,9-10 anos,Masculino,D/E,1,3.4524388422186845,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,Nenhum,Muito alto,20.076780304136573,2,ALTO
629,SP,15-16 anos,Feminino,D/E,1,2.983786986479144,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,Nenhum,Alto,17.491389947701983,0,MÉDIO
630,RJ,15-16 anos,Masculino,B2,1,5.169945925271654,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Médio,49.201127148438246,3,MÉDIO
631,CE,15-16 anos,Feminino,D/E,1,2.8242139757814835,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Nenhum,Alto,42.85269152218305,1,MÉDIO
632,PA,15-16 anos,Feminino,C,1,3.631515638969513,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,Nenhum,Muito baixo,76.9452050291122,1,MÉDIO
633,BA,15-16 anos,Masculino,D/E,1,3.588488875545604,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,Social engineering,Muito alto,29.176025666810048,2,ALTO
634,RS,13-14 anos,Masculino,B2,1,4.478783335332084,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,8.299400818528472,3,CRÍTICO
635,SP,11-12 anos,Masculino,C,1,2.0252511071920463,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,Nenhum,Médio,19.63132123150207,1,MÉDIO
636,BA,13-14 anos,Masculino,A,0,5.174409984074534,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,Malware,Alto,21.824806871185274,1,MÉDIO
637,RS,15-16 anos,Feminino,B2,1,7.4946073013293555,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,Malware,Muito baixo,19.66651134070848,2,ALTO
638,RJ,15-16 anos,Feminino,D/E,1,5.270982744633524,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,Extorsão,Médio,4.759504981509827,3,CRÍTICO
639,RJ,13-14 anos,Masculino,C,1,8.082642289602642,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,Nenhum,Médio,45.48861855235639,1,MÉDIO
640,MG,7-8 anos,Masculino,B2,1,7.66799637175385,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,Nenhum,Médio,22.579697565496765,3,CRÍTICO
641,SP,11-12 anos,Feminino,B1,1,6.555470094495709,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,Nenhum,Alto,24.932460681538508,1,MÉDIO
642,RJ,15-16 anos,Feminino,C,1,5.149371685273771,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Muito alto,19.834053776031418,0,MÉDIO
643,SP,13-14 anos,Masculino,C,1,5.0450007764908795,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,Nenhum,Médio,81.30619694090133,0,BAIXO
644,RJ,13-14 anos,Masculino,B2,0,6.52759954472652,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,Nenhum,Muito alto,68.82220806734675,2,MÉDIO
645,SP,11-12 anos,Feminino,D/E,1,4.216658780991935,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,Nenhum,Baixo,50.72290960216735,0,BAIXO
646,PA,11-12 anos,Masculino,A,1,1.2349584970650724,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,Nenhum,Baixo,70.0149630040232,1,MÉDIO
647,PR,15-16 anos,Masculino,B2,1,5.98400810820592,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,Nenhum,Alto,0.0,1,MÉDIO
648,PE,13-14 anos,Feminino,D/E,1,2.7378627401300575,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,Nenhum,Alto,25.098836734973137,2,ALTO
649,CE,15-16 anos,Feminino,B2,0,3.0757175436192306,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,Nenhum,Médio,45.258232574044676,2,MÉDIO
650,BA,13-14 anos,Feminino,B2,1,5.000447895991576,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Extorsão,Alto,0.0,2,ALTO
651,SP,13-14 anos,Feminino,C,0,4.809750244893061,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,Nenhum,Muito alto,55.50351330803256,2,MÉDIO
652,RS,11-12 anos,Feminino,D/E,1,2.1758487873687393,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,Nenhum,Muito alto,0.0,3,CRÍTICO
653,RS,15-16 anos,Masculino,B1,1,5.330983128266281,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Nenhum,Muito baixo,72.44318160442413,2,MÉDIO
654,CE,13-14 anos,Masculino,D/E,1,6.932279321722097,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,Nenhum,Baixo,50.11210156105849,1,MÉDIO
655,MG,13-14 anos,Masculino,D/E,1,2.7433168594684343,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,Nenhum,Muito baixo,0.0,2,ALTO
656,SP,13-14 anos,Masculino,B1,0,7.544966661697519,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,Roubo de conta,Muito baixo,25.61344172940177,3,CRÍTICO
657,RJ,15-16 anos,Feminino,C,1,1.879658349740112,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,Nenhum,Muito alto,23.815804560039023,2,ALTO
658,MG,7-8 anos,Feminino,B2,1,9.234648288741907,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,Nenhum,Baixo,25.64742987673714,3,CRÍTICO
659,PR,15-16 anos,Feminino,C,1,4.177479139033033,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Alto,51.87405558188791,1,MÉDIO
660,RS,11-12 anos,Feminino,D/E,1,5.291233993653782,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,Nenhum,Muito alto,31.777804711905155,1,MÉDIO
661,MG,13-14 anos,Masculino,D/E,1,1.2159328550286599,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,Nenhum,Muito alto,0.0,1,MÉDIO
662,SC,7-8 anos,Masculino,B1,1,4.875727867061383,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,Nenhum,Baixo,31.29623787628226,3,ALTO
663,PR,11-12 anos,Feminino,C,1,5.456964355436384,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,Nenhum,Muito alto,73.59229483162255,1,MÉDIO
664,RJ,13-14 anos,Feminino,C,1,4.827675791801011,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,Nenhum,Muito alto,27.891794029090104,3,CRÍTICO
665,SP,7-8 anos,Feminino,B2,1,3.8738378458952525,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,Nenhum,Alto,26.197869271035103,1,MÉDIO
666,SP,13-14 anos,Feminino,B2,1,3.1068709629443703,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Nenhum,Alto,0.0,0,MÉDIO
667,RJ,15-16 anos,Feminino,A,1,7.261053239074622,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Alto,42.521791481645636,2,MÉDIO
668,SP,9-10 anos,Feminino,C,1,5.0616142699959,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,Nenhum,Muito alto,52.102223998968896,0,BAIXO
669,SP,15-16 anos,Masculino,C,1,8.081504753033546,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,Nenhum,Alto,44.237699374683615,2,MÉDIO
670,RJ,13-14 anos,Feminino,B1,1,3.947035290410154,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,Nenhum,Médio,20.0609947582292,2,ALTO
671,SP,13-14 anos,Feminino,D/E,1,4.130410613255566,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,0.0,3,CRÍTICO
672,PA,11-12 anos,Masculino,D/E,1,6.631188489192326,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Muito baixo,55.38464367602655,2,MÉDIO
673,SP,9-10 anos,Feminino,C,1,1.7540500759928719,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,Nenhum,Alto,6.717981758979632,0,MÉDIO
674,RS,9-10 anos,Masculino,B2,1,2.573073279694154,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,Nenhum,Alto,18.057075197748816,1,MÉDIO
675,MG,7-8 anos,Feminino,C,1,7.194969942706328,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,Roubo de conta,Alto,11.211095359058627,3,CRÍTICO
676,SC,9-10 anos,Masculino,B2,1,2.6561321415536105,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,Nenhum,Alto,24.163039243003862,2,ALTO
677,SP,13-14 anos,Feminino,B2,1,1.3618979693949047,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,Nenhum,Baixo,46.57735619708815,3,MÉDIO
678,MG,15-16 anos,Masculino,C,1,8.737054376146181,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,Nenhum,Médio,83.20286014793557,0,BAIXO
679,SC,15-16 anos,Feminino,A,1,2.212364704251589,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Baixo,53.62928036091667,1,MÉDIO
680,PA,13-14 anos,Masculino,B1,1,5.368238796656339,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,70.83055317594473,2,MÉDIO
681,PA,9-10 anos,Masculino,A,1,5.138170385448542,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,Nenhum,Alto,43.22792953967486,1,MÉDIO
682,RJ,11-12 anos,Feminino,B1,0,0.5,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,Nenhum,Baixo,100.0,2,MÉDIO
683,SP,11-12 anos,Feminino,A,1,4.465365953664382,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,Nenhum,Alto,46.81582686540542,0,MÉDIO
684,PE,11-12 anos,Masculino,D/E,1,5.8968264989582195,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,Nenhum,Alto,45.7529375690739,3,MÉDIO
685,SC,13-14 anos,Masculino,B2,1,5.708618763037721,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,Nenhum,Médio,26.491341716771398,2,ALTO
686,RS,13-14 anos,Feminino,B1,1,6.807041367607003,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,Nenhum,Muito alto,0.0,3,CRÍTICO
687,RS,11-12 anos,Feminino,B2,1,4.225017370189132,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,Nenhum,Muito alto,26.175181557823883,0,MÉDIO
688,RJ,11-12 anos,Feminino,D/E,1,6.425008884184321,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,Nenhum,Alto,27.071275698288936,2,ALTO
689,CE,15-16 anos,Masculino,C,1,3.6213418638398562,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,Nenhum,Alto,18.248590505274322,0,MÉDIO
690,SP,15-16 anos,Feminino,B2,1,2.17906516717445,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,Nenhum,Alto,27.026500930267606,0,MÉDIO
691,RJ,11-12 anos,Masculino,D/E,1,2.404543248637535,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,Nenhum,Alto,0.0,1,MÉDIO
692,MG,15-16 anos,Masculino,B2,1,2.0757790896091706,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,Nenhum,Alto,39.859864710478504,0,MÉDIO
693,BA,15-16 anos,Feminino,B2,0,7.019171935782388,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,Nenhum,Muito alto,26.08802804649502,2,ALTO
694,RJ,11-12 anos,Feminino,B2,1,1.9708529818828868,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,Nenhum,Alto,46.538988671022885,0,MÉDIO
695,SP,11-12 anos,Feminino,B2,1,5.548077681298606,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,Nenhum,Baixo,48.19844229279266,1,MÉDIO
696,PR,13-14 anos,Masculino,B2,1,4.468151611855134,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,Extorsão,Muito alto,28.13570755476345,3,CRÍTICO
697,RJ,15-16 anos,Masculino,C,0,4.794702853098737,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,22.97391758959972,1,MÉDIO
698,RS,15-16 anos,Masculino,B2,1,7.7272145903994,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,Roubo de conta,Alto,33.08689765649363,1,MÉDIO
699,SP,9-10 anos,Feminino,C,1,4.123145265569454,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,Nenhum,Médio,12.441232278361998,1,MÉDIO
700,BA,11-12 anos,Masculino,A,1,6.223203123099367,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,Nenhum,Médio,50.698503845202694,3,MÉDIO
701,RS,13-14 anos,Masculino,B1,1,5.0751267027622236,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,Nenhum,Baixo,20.894826651908456,1,MÉDIO
702,SP,13-14 anos,Masculino,C,1,4.695962188734605,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Médio,0.0,0,MÉDIO
703,RJ,9-10 anos,Feminino,D/E,1,9.599938248772947,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Nenhum,Alto,0.0,1,MÉDIO
704,SP,15-16 anos,Masculino,B2,0,2.1173165085692607,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,Nenhum,Médio,3.0862819578489415,1,MÉDIO
705,SP,13-14 anos,Feminino,C,1,7.57826367087489,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,Nenhum,Médio,68.3852696455467,0,BAIXO
706,SC,15-16 anos,Masculino,B2,1,6.3128131309799445,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,Nenhum,Muito alto,32.92861221711428,2,ALTO
707,RJ,15-16 anos,Feminino,B1,1,4.040950010736432,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,Nenhum,Muito alto,28.82263830869691,0,MÉDIO
708,PA,15-16 anos,Masculino,A,1,8.258637034883224,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,Nenhum,Alto,46.53208211185096,2,MÉDIO
709,RJ,13-14 anos,Feminino,B2,1,1.3037797752229268,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,Nenhum,Médio,22.758309050372738,0,MÉDIO
710,PE,13-14 anos,Feminino,B1,1,3.956466685401857,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,Nenhum,Muito alto,54.24408043078465,2,MÉDIO
711,CE,9-10 anos,Masculino,B1,1,2.5830355914618477,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,Nenhum,Alto,50.93182959393386,0,BAIXO
712,PR,13-14 anos,Feminino,D/E,1,5.82416692974292,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,Nenhum,Alto,6.482103541715638,1,MÉDIO
713,BA,9-10 anos,Masculino,A,0,2.773871797625645,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,Nenhum,Muito alto,0.0,2,ALTO
714,MG,13-14 anos,Feminino,C,1,5.866127893482638,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,Nenhum,Alto,54.872635075899595,1,MÉDIO
715,MG,11-12 anos,Feminino,B2,0,4.627127168356892,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,Fake giveaway,Médio,53.44819063295975,2,MÉDIO
716,SC,9-10 anos,Masculino,C,1,4.041292114687831,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,Nenhum,Muito alto,28.43896368942338,2,ALTO
717,PA,9-10 anos,Masculino,C,1,5.777294492066621,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,Malware,Muito alto,49.27172548297584,2,MÉDIO
718,SC,7-8 anos,Masculino,B2,1,4.462756752123871,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,Nenhum,Muito alto,52.431680560653405,0,BAIXO
719,SP,15-16 anos,Masculino,B2,1,2.8227303138819226,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,Nenhum,Muito alto,0.0,2,ALTO
720,CE,15-16 anos,Masculino,C,1,10.602745979269958,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,Nenhum,Alto,46.282025508038835,0,MÉDIO
721,SC,13-14 anos,Masculino,D/E,1,4.025665633941711,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Nenhum,Muito alto,25.859078050132425,2,ALTO
722,SP,9-10 anos,Masculino,B1,1,0.5647818396959705,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,Nenhum,Muito alto,78.3700658797009,1,MÉDIO
723,SP,9-10 anos,Feminino,B1,1,3.315802620557223,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,Nenhum,Alto,50.14684617850288,1,MÉDIO
724,CE,7-8 anos,Masculino,D/E,1,2.4654466232545396,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,Nenhum,Alto,18.188909421451644,0,MÉDIO
725,RS,9-10 anos,Masculino,B2,1,6.652291232081032,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,Nenhum,Alto,48.52775995405734,0,MÉDIO
726,PA,15-16 anos,Feminino,C,1,5.643305319183172,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,Nenhum,Muito baixo,26.313016838729133,1,MÉDIO
727,SP,11-12 anos,Masculino,B2,1,5.797425603580688,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,32.85976721684018,1,MÉDIO
728,CE,11-12 anos,Masculino,B1,1,4.259955068325511,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Muito baixo,29.409566113492723,3,CRÍTICO
729,SP,9-10 anos,Masculino,C,1,4.441299505886157,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,Nenhum,Alto,55.522222412081035,1,MÉDIO
730,SP,11-12 anos,Feminino,C,1,4.258137792784663,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,Nenhum,Muito baixo,13.427891622406714,3,CRÍTICO
731,SP,13-14 anos,Feminino,B2,1,4.83761363172906,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,Nenhum,Alto,84.00406107131148,1,MÉDIO
732,PA,13-14 anos,Masculino,C,1,6.67066687072967,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,Nenhum,Médio,77.40804119341645,0,BAIXO
733,PE,11-12 anos,Feminino,D/E,1,5.672150825010693,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,Nenhum,Muito alto,94.18973003366713,1,MÉDIO
734,RS,7-8 anos,Feminino,C,1,6.000225659241734,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,Nenhum,Alto,43.79577122317764,2,MÉDIO
735,MG,11-12 anos,Feminino,B1,1,5.999117816498406,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,Fake giveaway,Alto,21.67860240268523,3,CRÍTICO
736,PA,11-12 anos,Feminino,C,1,6.768884874763476,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,Nenhum,Muito alto,20.748948143969788,2,ALTO
737,MG,11-12 anos,Feminino,C,1,5.576300083080509,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,26.378592757889358,1,MÉDIO
738,PA,15-16 anos,Masculino,D/E,1,5.717696145357838,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,Nenhum,Médio,21.66371478413742,1,MÉDIO
739,MG,13-14 anos,Masculino,C,1,7.377612482386313,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,Nenhum,Baixo,76.33553880162543,2,MÉDIO
740,MG,13-14 anos,Masculino,B1,1,3.669908163993776,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,Nenhum,Médio,0.0,2,ALTO
741,BA,13-14 anos,Feminino,C,1,3.288514840096986,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,Nenhum,Médio,30.037436432376026,3,ALTO
742,RJ,13-14 anos,Feminino,C,1,2.628156801626288,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,Nenhum,Muito alto,74.55104335453797,2,MÉDIO
743,CE,13-14 anos,Feminino,A,1,5.365829127240512,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,Nenhum,Muito alto,16.772371707005064,0,MÉDIO
744,BA,13-14 anos,Feminino,C,1,1.2925355175617534,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,Nenhum,Baixo,19.53578926069484,0,MÉDIO
745,RJ,15-16 anos,Masculino,B2,1,5.924308192119355,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Médio,27.823839251076294,1,MÉDIO
746,PA,9-10 anos,Feminino,C,1,4.781613810998895,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,32.42512875516012,3,ALTO
747,MG,13-14 anos,Feminino,B2,1,7.269279399642114,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,Nenhum,Baixo,27.112117797525467,1,MÉDIO
748,RS,13-14 anos,Feminino,C,1,3.6561653790700186,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,Nenhum,Médio,10.39022395531408,1,MÉDIO
749,SC,15-16 anos,Feminino,D/E,1,4.593363429164986,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,Nenhum,Muito alto,15.073213209949309,2,ALTO
750,PR,13-14 anos,Feminino,D/E,1,7.2444066665867375,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,0.7586770967353027,0,MÉDIO
751,SP,13-14 anos,Masculino,D/E,1,7.766271293556304,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,Nenhum,Muito alto,0.0,0,MÉDIO
752,SC,9-10 anos,Feminino,D/E,1,3.63969526849636,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Nenhum,Médio,78.16782944023822,2,MÉDIO
753,PR,13-14 anos,Masculino,A,1,5.36356246517432,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Nenhum,Alto,6.516488438105313,0,MÉDIO
754,RJ,9-10 anos,Feminino,C,1,5.5888379553680965,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Nenhum,Muito alto,42.797570185456635,2,MÉDIO
755,SP,11-12 anos,Feminino,C,1,5.7473068112422965,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,Nenhum,Alto,100.0,1,MÉDIO
756,CE,9-10 anos,Masculino,D/E,1,4.474848681368756,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,Nenhum,Alto,9.375652946209248,1,MÉDIO
757,PR,13-14 anos,Feminino,B2,1,7.56276679624727,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,Malware,Alto,45.639826139295565,1,MÉDIO
758,RS,11-12 anos,Masculino,D/E,1,1.2205930327569092,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,Nenhum,Alto,8.648876576411059,2,ALTO
